Year,WheatType,State,Acre1000,YieldBu,Prod1000Bu,StemPer,LeafPer,StripePer
1979,Winter,North Dakota,120,22,2640,0,0,0
1979,Spring,North Dakota,6230,26.5,165095,0,0,0
1979,Durum,North Dakota,3250,26,84500,0,0,0
1979,Winter,Ohio,1320,48,63360,0,0,0
1979,Winter,Oklahoma,5700,38,216600,0,7,0
1979,Winter,Oregon,1000,48,48000,0,0.2,0.2
1979,Spring,Oregon,245,38,9310,0,0.2,0.2
1979,Winter,Pennsylvania,262,31,8122,0,0,0
1979,Winter,South Carolina,109,33,3597,0,0,0
1979,Winter,South Dakota,550,19,10450,0,0,0
1979,Spring,South Dakota,2090,22,45980,0,0,0
1979,Durum,South Dakota,165,22,3630,0,0,0
1979,Winter,Tennessee,295,34,10030,0,0,0
1979,Winter,Texas,4600,30,138000,0,4,0
1979,Winter,Virginia,180,35,6300,0,0.5,0
1979,Winter,Washington,2200,43,94600,0,0.2,0.2
1979,Spring,Washington,780,30,23400,0,0.2,0.2
1979,Winter,West Virginia,10,34,340,0,1,0
1979,Winter,Wisconsin,38,43,1634,0,0.5,0
1979,Spring,Wisconsin,16,33,528,0,0.1,0
1979,Winter,Wyoming,267,22,5874,0,0,0
1979,Spring,Wyoming,20,24,480,0,0,0
1980,Winter,Alabama,235,24.5,5758,0,4,0
1980,Winter,Arkansas,820,38,31160,0,5,0
1980,Winter,California,1050,74,77700,0,5,0
1980,Durum,California,100,78,7800,0,0,0
1980,Winter,Colorado,3350,32,107200,0,0,0
1980,Spring,Colorado,45,60,2700,0,0,0
1980,Winter,Georgia,600,33,19800,0,0,0
1980,Winter,Idaho,910,57,51870,0,5,5
1980,Spring,Idaho,640,69,44160,0,5,20
1980,Winter,Illinois,1570,48,75360,0,0.5,0
1980,Winter,Indiana,1100,49,53900,0,0.5,0
1980,Winter,Iowa,92,38,3496,0,0,0
1980,Winter,Kansas,12000,35,420000,0,0,0
1980,Winter,Kentucky,350,39.5,13825,0,1,0
1980,Winter,Louisiana,67,28,1876,0,5,0
1980,Winter,Michigan,800,44,35200,0,1,0
1980,Winter,Minnesota,69,34,2346,0,0,0
1980,Spring,Minnesota,2980,32.5,96850,0,0,0
1980,Durum,Minnesota,120,28,3360,0,0,0
1980,Winter,Mississippi,250,31,7750,0,4,0
1980,Winter,Missouri,2070,43,89010,0,0,0
1980,Winter,Montana,2150,25.5,54825,0,0,0
1980,Spring,Montana,2550,22.5,57375,0,0,0
1980,Durum,Montana,400,19,7600,0,0,0
1980,Winter,Nebraska,2950,38,112100,0,0,0
1980,Winter,North Carolina,300,35,10500,0,1,0
1980,Winter,North Dakota,70,15,1050,0,0,0
1980,Spring,North Dakota,5700,18.5,105450,0,0,0
1980,Durum,North Dakota,3850,19,73150,0,0,0
1980,Winter,Ohio,1370,49,67130,0,1.5,0
1980,Winter,Oklahoma,6500,30,195000,0,3,0
1980,Winter,Oregon,1200,60,72000,0,5,3
1980,Spring,Oregon,150,36,5400,0,2,20
1980,Winter,Pennsylvania,250,37,9250,0,0,0
1980,Winter,South Carolina,192,36,6912,0,0,0
1980,Winter,South Dakota,950,22,20900,0,0,0
1980,Spring,South Dakota,2080,18,37440,0,0,0
1980,Durum,South Dakota,215,19,4085,0,0,0
1980,Winter,Tennessee,350,38,13300,0,0,0
1980,Winter,Texas,5200,25,130000,0,2.5,0
1980,Winter,Virginia,286,37,10582,0,0,0
1980,Winter,Washington,2750,52,143000,0,10,5
1980,Spring,Washington,410,42,17220,0,10,15
1980,Winter,West Virginia,9,38,342,0,0,0
1980,Winter,Wisconsin,88,41.5,3652,0,0.3,0
1980,Spring,Wisconsin,23,31,713,0,0,0
1980,Winter,Wyoming,295,28,8260,0,0,0
1980,Spring,Wyoming,14,18,252,0,0,0
1981,Winter,Alabama,565,44,24860,0,2,0
1981,Winter,Arkansas,1650,41,67650,0,6,0
1981,Winter,California,1200,77,92400,0,1,0
1981,Durum,California,165,89,14685,0,0,0
1981,Winter,Colorado,3050,27.5,83875,0,0,0
1981,Spring,Colorado,51,69,3519,0,0,0
1981,Winter,Georgia,1070,43,46010,0,1,0
1981,Winter,Idaho,960,58,55680,0,4,5
1981,Spring,Idaho,550,62,34100,0,5,10
1981,Winter,Illinois,1850,50,92500,0,1,0
1981,Winter,Indiana,1350,46,62100,0,1,0
1981,Winter,Iowa,115,39,4485,0,0,0
1981,Winter,Kansas,12200,25,305000,0,1.5,0
1981,Winter,Kentucky,680,42,28560,0,1,0
1981,Winter,Louisiana,275,42,115500,0,4,0
1981,Winter,Michigan,830,50,41500,0,1,0
1981,Winter,Minnesota,125,37,4625,0,1,0
1981,Spring,Minnesota,3350,40,134000,0,0,0
1981,Durum,Minnesota,135,40,5400,0,0,0
1981,Winter,Mississippi,600,40,24000,0,1,0
1981,Winter,Missouri,2750,42,11550,0,2,0
1981,Winter,Montana,2550,35,89250,0,0,1
1981,Spring,Montana,2790,26,72540,0,0,1
1981,Durum,Montana,480,23,11040,0,0,0
1981,Winter,Nebraska,2950,36,106200,0,0.5,0
1981,Winter,North Carolina,410,39,15990,0,1,0
1981,Winter,North Dakota,130,27,3510,0,0,0
1981,Spring,North Dakota,7050,28,197400,0,0,0
1981,Durum,North Dakota,4510,29,130790,0,0,0
1981,Winter,Ohio,1650,44,72600,0,0,0
1981,Winter,Oklahoma,6400,27,172800,0,0,0
1981,Winter,Oregon,1150,61,70150,0,7.5,7.5
1981,Spring,Oregon,110,38,4180,0,7.5,15
1981,Winter,Pennsylvania,270,36,9720,0,0,0
1981,Winter,South Carolina,410,35,14350,0,1,0
1981,Winter,South Dakota,1170,26,30420,0,0,0
1981,Spring,South Dakota,2400,22,52800,0,0,0
1981,Durum,South Dakota,250,23,5750,0,0,0
1981,Winter,Tennessee,850,44,37400,0,4,0
1981,Winter,Texas,6550,28,183400,0,1,0
1981,Winter,Virginia,390,44,17160,0,0,0
1981,Winter,Washington,2830,57,161310,0,10,10
1981,Spring,Washington,220,32,7040,0,10,10
1981,Winter,West Virginia,10,36,360,0,0,0
1981,Winter,Wisconsin,93,50,4650,0.2,0.5,0
1981,Spring,Wisconsin,28,31,868,0,0.1,0
1981,Winter,Wyoming,275,30,8250,0,0,0
1981,Spring,Wyoming,9,20,180,0,0,0
1982,Winter,Alabama,825,32,26400,0,10,0
1982,Winter,Arkansas,1760,39,68640,0,10,0
1982,Winter,California,1000,70,70000,0,0,0
1982,Durum,California,125,93,11625,0,0,0
1982,Winter,Colorado,3000,28,84000,0,0,0
1982,Spring,Colorado,48,73,3504,0,0,0
1982,Winter,Georgia,1480,33,48840,0,3,0
1982,Winter,Idaho,920,57,52440,0,0,0
1982,Spring,Idaho,580,72,41760,0,1,0
1982,Winter,Illinois,1500,45,67500,0,4,0
1982,Winter,Indiana,1080,43,46440,0,5,0
1982,Winter,Iowa,100,30,3000,0,0,0
1982,Winter,Kansas,13200,35,462000,0,3,0
1982,Winter,Kentucky,675,39,26325,0,5,0
1982,Winter,Louisiana,500,38,19000,0,15,0
1982,Winter,Michigan,600,41,24600,0,1,0
1982,Winter,Minnesota,86,34.5,2967,0,1,0
1982,Spring,Minnesota,3020,40,120800,0,0,0
1982,Durum,Minnesota,78,39,3042,0,0,0
1982,Winter,Mississippi,1050,38,39900,0,10,0
1982,Winter,Missouri,2230,34,75820,0,2,0
1982,Winter,Montana,2120,38,80560,0,1,0
1982,Spring,Montana,2900,32,92800,0,0.5,0
1982,Durum,Montana,340,30,10200,0,0,0
1982,Winter,Nebraska,2900,35,101500,0,2,0
1982,Winter,North Carolina,600,36,21600,0,4,0
1982,Winter,North Dakota,140,34,4760,0,1,0
1982,Spring,North Dakota,6900,31,213900,0,0,0
1982,Durum,North Dakota,3450,32.5,112125,0,0,0
1982,Winter,Ohio,1250,44,55000,0,2,0
1982,Winter,Oklahoma,6900,33,227700,0,1,0
1982,Winter,Oregon,1100,55,60500,0,1,0
1982,Spring,Oregon,100,40,4000,0,1,0
1982,Winter,Pennsylvania,228,36,8208,0,1,0
1982,Winter,South Carolina,550,36,19800,0,6,0
1982,Winter,South Dakota,1100,34,37400,0,6,0
1982,Spring,South Dakota,2350,25,58750,0,1,0
1982,Durum,South Dakota,145,24,3480,0,0,0
1982,Winter,Tennessee,935,36,33660,0,10,0
1982,Winter,Texas,6000,24,144000,0,5,0
1982,Winter,Virginia,370,38,14060,0,2,0
1982,Winter,Washington,2560,49,125440,0,2,2
1982,Spring,Washington,280,48,13440,0,1.5,1.5
1982,Winter,West Virginia,9,36,324,0,1,0
1982,Winter,Wisconsin,94,50,4700,0,1,0
1982,Spring,Wisconsin,28,32,896,0,0,0
1982,Winter,Wyoming,285,28,7980,0,0,0
1982,Spring,Wyoming,24,27,648,0,0,0
1983,Winter,Alabama,460,33,15180,0,2,0
1983,Winter,Arkansas,15000,39,58500,0,3,0
1983,Winter,California,650,64,41600,0,5,1
1983,Durum,California,70,90,6300,0,0,0
1983,Winter,Colorado,3000,39,117000,0,0,0
1983,Spring,Colorado,63,81,5103,0,0,0
1983,Winter,Georgia,980,33,33320,0,3,0
1983,Winter,Idaho,830,67,55610,0,5,2
1983,Spring,Idaho,475,76,36100,0,2,2
1983,Winter,Illinois,1400,47,65800,0,6,0
1983,Winter,Indiana,970,51,49470,0,2,0
1983,Winter,Iowa,50,38,1900,0,0,0
1983,Winter,Kansas,10800,41.5,448200,0.1,2.5,0
1983,Winter,Kentucky,560,32,17920,0,1,0
1983,Winter,Michigan,730,49,35770,0,0,0
1983,Winter,Minnesota,75,35,2625,0,0,0
1983,Spring,Minnesota,2030,37,75110,0,0,0
1983,Durum,Minnesota,35,35,1225,0,0,0
1983,Winter,Mississippi,600,34,20400,0,3,0
1983,Winter,Missouri,1850,38,70300,0,2,0
1983,Winter,Montana,2260,35,79100,0,0,1
1983,Spring,Montana,1990,27,53730,0,0,1
1983,Durum,Montana,205,20,4100,0,0,0
1983,Winter,Nebraska,2300,43,98900,0.1,1,0
1983,Winter,North Carolina,480,34,16320,0,3,0
1983,Winter,North Dakota,170,31,5270,0,0,0
1983,Spring,North Dakota,5000,27,135000,0,0,0
1983,Durum,North Dakota,2050,26.5,54325,0,0,0
1983,Winter,Ohio,1150,51,58650,0,4,0
1983,Winter,Oklahoma,4300,35,150500,0,1,0
1983,Winter,Oregon,1000,62,62000,0.5,5,5
1983,Spring,Oregon,85,42,3570,0,5,2
1983,Winter,Pennsylvania,220,39,8580,0,1,0
1983,Winter,South Carolina,375,28,10500,0,4,0
1983,Winter,South Dakota,1250,41,51250,0,5,0
1983,Spring,South Dakota,1400,26,36400,0,1,0
1983,Durum,South Dakota,77,27,2079,0,0,0
1983,Winter,Tennessee,640,33,21120,0,2,0
1983,Winter,Texas,4600,35,161000,0,0,0
1983,Winter,Virginia,340,42,14280,0,4,0
1983,Winter,Washington,2450,65,159250,1,15,10
1983,Spring,Washington,190,53,10070,0.5,15,8
1983,Winter,West Virginia,9,42,378,0,1,0
1983,Winter,Wisconsin,105,49,5145,0,0,0
1983,Spring,Wisconsin,23,29,667,0,0,0
1983,Winter,Wyoming,228,33,7524,0,0,0
1983,Spring,Wyoming,21,34,714,0,0,0
1984,Winter,Alabama,380,39,14820,0,1,0
1984,Winter,Arkansas,1400,44,61600,0,3.5,0
1984,Winter,California,690,76,52440,0,5,1
1984,Durum,California,94,100,9400,0,0,0
1984,Winter,Colorado,3200,34.5,110400,0,0,0
1984,Spring,Colorado,70,70,4900,0,0,0
1984,Winter,Georgia,890,35,31150,0,1,0
1984,Winter,Idaho,900,63,56700,0,1,1
1984,Spring,Idaho,380,65,24700,0,1,1
1984,Winter,Illinois,1600,44,70400,0,1,0
1984,Winter,Indiana,1050,46,48300,0,0.5,0
1984,Winter,Iowa,100,35,3500,0,0,0
1984,Winter,Kansas,11200,38.5,431200,0,1.5,0
1984,Winter,Kentucky,500,38,19000,0,1,0
1984,Winter,Louisiana,320,41,13120,0,4,0
1984,Winter,Michigan,800,57,45600,0,1,0
1984,Winter,Minnesota,360,43,15480,0,1,0
1984,Spring,Minnesota,2160,48,103680,0,1,0
1984,Durum,Minnesota,33,47,1551,0,0,0
1984,Winter,Mississippi,660,38,25080,0,3,0
1984,Winter,Missouri,2050,41,84050,0,1,0
1984,Winter,Montana,2480,27,66960,0,0,0
1984,Spring,Montana,1950,17.5,34125,0,1,1
1984,Durum,Montana,210,17,3570,0,0,0
1984,Winter,Nebraska,2250,36,81000,0,1,0
1984,Winter,New York,170,46,7820,0,5,0
1984,Winter,North Carolina,620,43,26660,0,1,0
1984,Winter,North Dakota,550,40,22000,0,0.5,0
1984,Spring,North Dakota,5400,34,183600,0,0,0
1984,Durum,North Dakota,2710,29,78590,0,0,0
1984,Winter,Ohio,1100,44,48400,0.5,1,0
1984,Winter,Oklahoma,5300,36,190800,0,0,0
1984,Winter,Oregon,1050,63,66150,2,2.5,3.5
1984,Spring,Oregon,65,43,2795,0,1,1
1984,Winter,Pennsylvania,220,38,8360,0,1,0
1984,Winter,South Carolina,380,38,14440,0,1,0
1984,Winter,South Dakota,1700,36,61200,0,1,0
1984,Spring,South Dakota,1870,33,61710,0,1,0
1984,Durum,South Dakota,92,34,3128,0,0,0
1984,Winter,Tennessee,535,40,21400,0,1,0
1984,Winter,Texas,5000,30,150000,0,1,0
1984,Winter,Virginia,275,45,12375,0,0,0
1984,Winter,Washington,2400,62,148800,3,4,6
1984,Spring,Washington,210,55,11550,1,3,1
1984,Winter,West Virginia,10,40,400,2,0,0
1984,Winter,Wisconsin,160,59,9440,0,1,0
1984,Spring,Wisconsin,17,34,578,0,0,0
1984,Winter,Wyoming,260,28,7280,0,0,0
1984,Spring,Wyoming,22,36,792,0,0,0
1985,Winter,Alabama,400,32,12800,0,2,0
1985,Durum,Arizona,46,84,3864,0,0,0
1985,Winter,Arkansas,570,32,18240,0.1,12,0.1
1985,Winter,California,750,82,61500,0,0,0
1985,Durum,California,80,92,7360,0,0,0
1985,Winter,Colorado,3450,39,134550,0,0,0
1985,Spring,Colorado,72,66,4752,0,1,0
1985,Winter,Florida,130,33,4290,0,2,0
1985,Winter,Georgia,825,31,25575,0,1,0
1985,Winter,Idaho,870,53,46110,0,0,0
1985,Spring,Idaho,480,54,25920,0,0,0
1985,Winter,Illinois,750,49,36750,0,2,0
1985,Winter,Indiana,700,53,37100,0,5,0
1985,Winter,Iowa,112,48,5376,0,0,0
1985,Winter,Kansas,11400,38,433200,0.1,5,0
1985,Winter,Kentucky,310,34,10540,0,15,0
1985,Winter,Louisiana,210,34,7140,1,10,0
1985,Winter,Michigan,750,60,45000,0,0,0
1985,Winter,Minnesota,280,37,10360,0,2,0
1985,Spring,Minnesota,2370,55,130350,0,0,0
1985,Durum,Minnesota,33,52,1716,0,0,0
1985,Winter,Mississippi,300,31,9300,0,3,0
1985,Winter,Missouri,1280,39,49920,0,2,0
1985,Winter,Montana,1400,16,22400,0,0,0
1985,Spring,Montana,2400,11,26400,0,0,0
1985,Durum,Montana,160,9,1440,0,0,0
1985,Winter,Nebraska,2300,39,89700,0,9,0
1985,Winter,New Mexico,570,36,20520,0,2,0
1985,Winter,New York,145,58,8410,0,5,0
1985,Winter,North Carolina,760,29,22040,0,0.5,0
1985,Winter,North Dakota,450,35,15750,0,1.5,0
1985,Spring,North Dakota,5730,37,212010,0,0,0
1985,Durum,North Dakota,2690,35.5,95495,0,0,0
1985,Winter,Ohio,950,62,58900,0,5,0
1985,Winter,Oklahoma,5500,30,165000,0,12,0
1985,Winter,Oregon,960,54,51840,0,0,0
1985,Spring,Oregon,105,40,4200,0,0,0
1985,Winter,Pennsylvania,210,48,10080,0,2,0
1985,Winter,South Carolina,430,29,12470,0,0.5,0
1985,Winter,South Dakota,1520,29,44080,0,1,0
1985,Spring,South Dakota,2150,30,64500,0,1,0
1985,Durum,South Dakota,85,31,2635,0,0,0
1985,Winter,Tennessee,250,32,8000,0.1,12,0
1985,Winter,Texas,5850,32,187200,0,28,0
1985,Winter,Virginia,285,37,10545,0,0.5,0
1985,Winter,Washington,2400,48,115200,0,0,0
1985,Spring,Washington,290,45,13050,0,0,0
1985,Winter,West Virginia,8,43,344,0,0.5,0
1985,Winter,Wisconsin,140,55,7700,0,0,0
1985,Spring,Wisconsin,17,40,680,0,0,0
1985,Winter,Wyoming,230,22,5060,0,0,0
1985,Spring,Wyoming,18,26,468,0,0,0
1986,Winter,Alabama,220,26,5720,1,2.5,0
1986,Durum,Arizona,48,87,4176,0,0,0
1986,Winter,Arkansas,780,41,31980,0.5,2,0
1986,Winter,California,600,75,45000,0,0,0
1986,Durum,California,75,87,6525,0,0,0
1986,Winter,Colorado,2900,32,92800,1,3,0
1986,Spring,Colorado,55,66,3630,0,1,0
1986,Winter,Florida,100,31,3100,0,4,0
1986,Winter,Georgia,550,28,15400,0,0,0
1986,Winter,Idaho,850,61,51850,0,0,0
1986,Spring,Idaho,460,57,29900,0,0,0
1986,Winter,Illinois,820,44,36080,6,10,0
1986,Winter,Indiana,700,43,30100,5,2,0
1986,Winter,Iowa,60,28,1680,0,0,0
1986,Winter,Kansas,10200,33,336600,2,8,0
1986,Winter,Kentucky,270,33,8910,0,1,0
1986,Winter,Louisiana,210,35,7350,3,9,0
1986,Winter,Michigan,680,45,30600,0,1,0
1986,Winter,Minnesota,130,33,4290,0,5,0
1986,Spring,Minnesota,2650,37,98050,0,1,0
1986,Durum,Minnesota,34,38,1292,0,0,0
1986,Winter,Mississippi,200,31,6200,1,4,0
1986,Winter,Missouri,570,33,18810,2,5,0
1986,Winter,Montana,2000,32,64000,1,5,0.5
1986,Spring,Montana,2600,27,70200,1,3,0.5
1986,Durum,Montana,160,25,3350,0,1,0
1986,Winter,Nebraska,2000,38,76000,1,8,0
1986,Winter,New Mexico,460,22,10120,0,1,0
1986,Winter,New York,155,52,7595,0,1,0
1986,Winter,North Carolina,460,31,14260,0,0,0
1986,Winter,North Dakota,480,29,13920,3,10,0
1986,Spring,North Dakota,6400,31,198400,0,0.1,0
1986,Durum,North Dakota,2500,31,75950,0,0,0
1986,Winter,Ohio,1050,46,48300,1,3,0
1986,Winter,Oklahoma,5200,29,150800,0,5,0
1986,Winter,Oregon,930,58,53940,0,0,0
1986,Spring,Oregon,95,44,4465,0.1,0.5,0
1986,Winter,Pennsylvania,220,44,9680,0,1,0
1986,Winter,South Carolina,300,25,7500,0,0.5,0
1986,Winter,South Dakota,1800,32,57600,0.5,12,0
1986,Spring,South Dakota,1980,25,49500,0,3,0
1986,Durum,South Dakota,60,26,1664,0,0,0
1986,Winter,Tennessee,325,33,10725,0,1,0
1986,Winter,Texas,4800,25,120000,1,5.5,0
1986,Winter,Virginia,170,41,6970,0,0,0
1986,Winter,Washington,2100,49,102900,0,0,0
1986,Spring,Washington,310,43,13950,0,0,0
1986,Winter,Wisconsin,130,57,7410,2,5,0
1986,Spring,Wisconsin,18,35,630,0,0,0
1986,Winter,Wyoming,250,30,7500,0.5,1,0
1986,Spring,Wyoming,27,35,945,0,0,0
1987,Winter,Alabama,170,31,5270,0,1,0
1987,Durum,Arizona,45,85,3825,0,0,0
1987,Winter,Arkansas,840,1,34440,0.5,2,2.5
1987,Winter,California,480,76,36480,0,0.5,0.5
1987,Durum,California,57,90,5130,0,0,0.5
1987,Winter,Colorado,2500,37.5,93750,0,1,0
1987,Spring,Colorado,55,66,3630,0,0,0
1987,Winter,Florida,60,30,1800,0,4,0
1987,Winter,Georgia,460,31,14260,0,0,0
1987,Winter,Idaho,800,75,60000,0,0.5,1
1987,Spring,Idaho,340,75,25500,0,0.5,0.5
1987,Winter,Illinois,950,59,56050,0,3,0
1987,Winter,Indiana,600,58,34800,0,2,0
1987,Winter,Iowa,30,38,1140,0,0,0
1987,Winter,Kansas,9900,37,366300,0.1,4,0
1987,Winter,Kentucky,330,49,16170,0,2,0
1987,Winter,Louisiana,170,31,5270,0,1,5
1987,Winter,Michigan,400,48,19200,0,0,0
1987,Winter,Minnesota,90,33,2970,0,1,0
1987,Spring,Minnesota,2400,41,98400,0,0,0
1987,Durum,Minnesota,29,42,1218,0,0,0
1987,Winter,Mississippi,350,36,12600,0,1,2
1987,Winter,Missouri,770,45,35420,0,2,0
1987,Winter,Montana,2200,36,79200,0,0,0
1987,Spring,Montana,2300,29,66700,0,0,0
1987,Durum,Montana,190,28,5320,0,0,0
1987,Winter,Nebraska,1950,44,85800,0,3,0
1987,Winter,New Mexico,340,32,10880,0,0,0
1987,Winter,New York,80,47,3760,0,1,0
1987,Winter,North Carolina,440,41,18040,0,2,0
1987,Winter,North Dakota,185,32,5920,0,0,0
1987,Spring,North Dakota,6100,31,189100,0,0,0
1987,Durum,North Dakota,2850,26,74100,0,0,0
1987,Winter,Ohio,800,58,46400,0,0,0
1987,Winter,Oklahoma,4800,27,129600,0,0.5,0
1987,Winter,Oregon,750,66,49500,0,0.5,1
1987,Spring,Oregon,60,57,3420,0,0.25,0.5
1987,Winter,Pennsylvania,185,43,7955,0,1,0
1987,Winter,South Carolina,275,38,10450,0,0,0
1987,Winter,South Dakota,1620,34,55080,0,0,0
1987,Spring,South Dakota,1800,27,48600,0,0,0
1987,Durum,South Dakota,108,28,3024,0,0,0
1987,Winter,Tennessee,350,41,14350,0,2,1
1987,Winter,Texas,3600,28,100800,0,1,0.5
1987,Spring,Utah,29,50,1653,0,0,0
1987,Winter,Virginia,215,45,9675,0,0.5,0
1987,Winter,Washington,1825,57,104025,0.1,1,5
1987,Spring,Washington,190,54,10260,0.1,1,2
1987,Winter,Wisconsin,60,54,3240,0.2,2,0
1987,Spring,Wisconsin,28,33,924,0,0,0
1987,Winter,Wyoming,270,31,8370,0,0,0
1987,Spring,Wyoming,18,25,450,0,0,0
1988,Winter,Alabama,200,43,8600,0,1,0
1988,Durum,Arizona,50,86,4300,0,0,0
1988,Winter,Arkansas,1070,53,56710,0,2,1
1988,Winter,California,460,83,38180,0,1,0.5
1988,Durum,California,59,95,5605,0,0,0
1988,Winter,Colorado,2300,33,75900,0,1,0
1988,Spring,Colorado,52,70,3640,0,0,0
1988,Winter,Florida,55,37,2035,0,1,0
1988,Winter,Georgia,500,43,21500,0,0,0
1988,Winter,Idaho,770,66,50820,0.1,0.2,0.5
1988,Spring,Idaho,380,65,24700,0,0.1,0.1
1988,Winter,Illinois,1250,54,67500,0,0,0
1988,Winter,Indiana,700,50,35000,0,0,0
1988,Winter,Iowa,35,30,1050,0,0,0
1988,Winter,Kansas,9500,34,323000,0,2.5,0
1988,Winter,Kentucky,380,54,20520,0,0,0
1988,Winter,Louisiana,270,41,11070,0,3,2
1988,Winter,Michigan,620,42,26040,0,0,0
1988,Winter,Minnesota,60,24,1440,0,0,0
1988,Spring,Minnesota,2150,23,49450,0,0,0
1988,Durum,Minnesota,40,21,840,0,0,0
1988,Winter,Mississippi,450,46,20700,0,1,0
1988,Winter,Missouri,1550,50,77500,0,1,0
1988,Winter,Montana,2100,19,39900,0,0,0
1988,Spring,Montana,1500,12,18000,0,0,0
1988,Durum,Montana,230,9,2070,0,0,0
1988,Winter,Nebraska,2000,36,72000,0,2,0
1988,Winter,New Mexico,290,24,6960,0,1,0
1988,Winter,New York,90,55,4950,0,0,0
1988,Winter,North Carolina,480,50,24000,0,1,0
1988,Winter,North Dakota,130,13,1690,0,0,0
1988,Spring,North Dakota,4700,15,70500,0,0,0
1988,Durum,North Dakota,2400,13,31200,0,0,0
1988,Winter,Ohio,920,50,46000,0,0,0
1988,Winter,Oklahoma,4800,36,172800,0,1,0
1988,Winter,Oregon,660,71,46860,0.1,0.5,1
1988,Spring,Oregon,95,52,4940,0.1,0.2,0.5
1988,Winter,Pennsylvania,170,53,9010,0,1,0
1988,Winter,South Carolina,305,46,14030,0,0,0
1988,Winter,South Dakota,1270,17,21590,0,0,0
1988,Spring,South Dakota,1300,12,15600,0,0,0
1988,Durum,South Dakota,68,12,816,0,0,0
1988,Winter,Tennessee,430,50,21500,0,0,0
1988,Winter,Texas,3200,28,89000,0,0.5,0
1988,Spring,Utah,22,54,1188,0,0,0
1988,Winter,Virginia,200,52,10400,0,0,0
1988,Winter,Washington,1750,62,108500,0.2,0.5,1
1988,Spring,Washington,310,52,16120,0.1,0.2,0.5
1988,Winter,West Virginia,9,46,414,0,1,0
1988,Winter,Wisconsin,125,40,5000,0,0,0
1988,Spring,Wisconsin,8,19,152,0,0,0
1988,Winter,Wyoming,225,22,4950,0,0,0
1988,Spring,Wyoming,13,30,390,0,0,0
1989,Winter,Alabama,220,30,6600,0,3,0
1989,Durum,Arizona,84,90,7560,0,0,0
1989,Winter,Arkansas,1200,44,52800,0.1,1,0.1
1989,Winter,California,570,77,43890,0,1,0.5
1989,Durum,California,105,83,8715,0,0,0
1989,Winter,Colorado,2200,26,57200,0,0,0
1989,Spring,Colorado,70,70,4900,0,0,0
1989,Winter,Florida,65,29,3108,0,3.5,0
1989,Winter,Georgia,700,32,22400,0,5,0
1989,Winter,Idaho,810,70,56700,0.1,0.1,0.5
1989,Spring,Idaho,560,62,34720,0,0.1,0.5
1989,Winter,Illinois,1780,59,105020,0,2,0
1989,Winter,Indiana,880,59,51920,0,1,0
1989,Winter,Iowa,70,47,3290,0,0,0
1989,Winter,Kansas,8900,24,213600,0,0.8,0
1989,Winter,Kentucky,450,50,22500,0.1,3,0
1989,Winter,Louisiana,350,31,10850,1,5,0
1989,Winter,Michigan,640,53,33920,1,1,0
1989,Winter,Minnesota,120,38,4560,0,0,0
1989,Spring,Minnesota,2553,38,96900,0,0,0
1989,Durum,Minnesota,29,36,1044,0,0,0
1989,Winter,Mississippi,450,34,15300,0,3,0.1
1989,Winter,Missouri,1850,47,86950,0,0.5,0
1989,Winter,Montana,1500,36,54000,0,0,0
1989,Spring,Montana,3400,25,85000,0,0,0
1989,Durum,Montana,335,18,6030,0,0,0
1989,Winter,Nebraska,2050,27,55350,0,0,0
1989,Winter,New Mexico,160,20,3200,0,0,0
1989,Winter,New York,130,45,5850,0,1,0
1989,Winter,North Carolina,630,34,21420,0,1,0
1989,Winter,North Dakota,80,29,2320,0,1.5,0
1989,Spring,North Dakota,7250,24,174000,0,0,0
1989,Durum,North Dakota,3000,22,66000,0,0,0
1989,Winter,Ohio,1320,51,62730,0.1,0.1,0
1989,Winter,Oklahoma,5700,27,153900,0,0,0
1989,Winter,Oregon,815,60,48900,0.3,0.7,1
1989,Spring,Oregon,105,47,4935,0.1,0.5,1
1989,Winter,Pennsylvania,215,37,7955,0,0,0
1989,Winter,South Carolina,435,41,17835,0,1,0
1989,Winter,South Dakota,1350,26,35100,0,0,0
1989,Spring,South Dakota,2050,22,45100,0,0,0
1989,Durum,South Dakota,120,24,2880,0,0,0
1989,Winter,Tennessee,450,42,18900,0.1,5,0
1989,Winter,Texas,3000,20,60000,0,0,0
1989,Spring,Utah,22,45,990,0,0,0
1989,Winter,Virginia,275,46,12650,0.5,0.5,0
1989,Winter,Washington,1300,53,68900,0,2,1
1989,Spring,Washington,970,43,41710,0,0.5,1
1989,Winter,West Virginia,12,43,516,0.5,1,0
1989,Winter,Wisconsin,170,53,9010,0.5,0.5,0
1989,Spring,Wisconsin,10,31,310,0,0,0
1989,Winter,Wyoming,193,22,4246,0,0,0
1989,Spring,Wyoming,11,42,462,0,0,0
1990,Winter,Alabama,190,35,6650,0,2,0
1990,Durum,Arizona,44,94,4136,0,0,0
1990,Winter,Arkansas,1400,35,49000,0,5,0
1990,Winter,California,560,76,42560,0,1,0
1990,Durum,California,54,99,5346,0,0,0
1990,Winter,Colorado,2550,33,84150,0,0,0
1990,Spring,Colorado,40,70,2800,0,0,0
1990,Winter,Florida,55,33,1815,0,2,0
1990,Winter,Georgia,590,35,20650,0,3,0
1990,Winter,Idaho,920,75,69000,0.1,0.5,2
1990,Spring,Idaho,450,68,30600,0.1,0.2,0.1
